"titulo","cdd","Criado_por","Observação","Tipo","Enviado para SIBI","Normalizado","Remissiva"
"POLÍTICA DESARMAMENTISTA","327.174","fflch","","Assunto","","",""
"POLÍTICA E GOVERNO","320","fflch","","Assunto","","",""
"POLITICA E GOVERNO - COLÔMBIA (SÉC. 20)","986.10631","bib","","Assunto","","",""
"POLÍTICA ECONÔMICA","338.9","fflch","","Assunto","","",""
"POLÍTICA ECONÔMICA INTERNACIONAL","338.91","fflch","","Assunto","","",""
"POLÍTICA EDUCACIONAL","379","fflch","","Assunto","","",""
"POLÍTICA EXTERNA","320.9","fflch","","Assunto","","",""
"POLÍTICA HABITACIONAL","363.55","fflch","","Assunto","","",""
"POLÍTICA INDIGENISTA","301.205","fflch","","Assunto","","",""
"POLÍTICA INTERNA","320.9","fflch","","Assunto","","",""
"POLÍTICA INTERNACIONAL","327","fflch","","Assunto","","",""
"POLÍTICA MONETÁRIA","332.46","fflch","","Assunto","","",""
"POLÍTICA POPULACIONAL","304.66","fflch","","Assunto","","",""
"POLÍTICA SOCIAL","361.61","fflch","","Assunto","","",""
"POLÍTICA URBANA","350.818","fflch","","Assunto","","",""
"POLÍTICOS","923.2324.22 (*)","fflch","","Assunto","","",""
"POLITIZAÇÃO","323.5","fflch","","Assunto","","",""
"Pólo Norte","919.89","","","Assunto","","",""
"Pólo Sul","919.89","","","Assunto","","",""
"POLO TURÍSTICO","338.9741","fflch","","Assunto","","",""
"Polônia","914.38","","","Assunto","","",""
"POLUIÇÃO","363.73","fflch","","Assunto","","",""
"POMPEIA, RAUL DE AVILA. 1863-1895","869.9346","","","","","",""
"POPPER, Karl","193","fflch","","Assunto","","",""
"POPULAÇÃO (FFI/FFG)","312","fflch","","Assunto","","",""
"POPULAÇÃO RURAL","307.72","fflch","","Assunto","","",""
"POPULAÇÃO URBANA","307.76","fflch","","Assunto","","",""
"POPULAR PATRISTICS SERIES","189.2 PPS868 v.","","","Coleção","","",""
"POPULISMO","320.5","fflch","","Assunto","","",""
"PORFÍRIO","180","fflch","","Assunto","","",""
"Porretanus VER Gilbert de Poitiers","","","","","","",""
"Porto Rico","917.295","","","Assunto","","",""
"Portugal","914.69","","","Assunto","","",""
"PORTUGUÊS - ANÁLISE SINTÁTICA","469.52","","","","","",""
"PORTUGUÊS - ESTUDO E ENSINO","469.07","","","","","",""
"PORTUGUÊS - ETIMOLOGIA","469","","","","","",""
"PORTUGUÊS - FONOLOGIA","469.15","","","","","",""
"PORTUGUÊS - GÍRIA","469.709","","","","","",""
"PORTUGUÊS - GRAMÁTICA","469.5","","","","","",""
"PORTUGUÊS - GRAMÁTICA - TEORIA","469.501","","","","","",""
"PORTUGUÊS - GRAMÁTICA HISTÓRICA","469.509","","","","","",""
"PORTUGUÊS - HISTÓRIA","469.09","","","","","",""
"PORTUGUÊS - LÍNGUA","469","","","","","",""
"PORTUGUÊS - ORTOGRAFIA","469.152","","","","","",""
"PORTUGUÊS - PONTUAÇÃO","469.19","","","","","",""
"PORTUGUES - REDAÇÃO","808.069","","","","","",""
"PORTUGUÊS - REGIONALISMOS","469.79","","","","","",""
"PORTUGUÊS - SEMÂNTICA","469.21","","","","","",""
"PORTUGUÊS - SINTAXE","469.52","","","","","",""
"PORTUGUÊS - TERMOS E FRASES","469.2","","","","","",""
"PORTUGUÊS - VERBOS","469.58","","","","","",""
"PORTUGUES - VERSIFICAÇÃO","808.069","","","","","",""
"PORTUGUÊS DO BRASIL","469.798","","","Assunto","","Normalizado","Língua portuguesa - Brasil"
"PÓS-MODERNIDADE (Arte)","709.04","fflch","","Assunto","","",""
"PÓS-MODERNIDADE (Cultura)","306.0904","fflch","","Assunto","","",""
"POSITIVISMO","194.8","fflch","","Assunto","Não enviado","Normalizado","FILOSOFIA ANALÍTICA"
"POSITIVISMO (Dicionários)","194.803","fflch","","Assunto","","",""
"POSITIVISMO LEGAL ou POSITIVISMO JURÍDICO","340.112","","","Assunto","","",""
"POSITIVISMO LÓGICO","193.92","fflch","","Assunto","","",""
"POVOAMENTO","312","fflch","","Assunto","","",""
"PRADARIAS","551.453","fflch","","Assunto","","",""
"PRAGMÁTICA","412","","","","","",""
"PRAGMATISMO","191.8","fflch","","Assunto","","",""
"PRAIAS","551.457","fflch","","Assunto","","",""
"PRAKRITOS (Língua)","491.3","fflch","","Assunto","","",""
"PRAKRITOS - LÍNGUA","491.3","","","","","",""
"Prática política v. CAMPANHA ELEITORAL","","fflch","","Assunto","","",""
"PRÁXIS","193.91","fflch","","Assunto","","",""
"PRAZER (Filosofia)","171.4","","","Assunto","","",""
"PRÉ-SOCRÁTICOS","182","fflch","","Assunto","","",""
"PRECIPITAÇÃO ATMOSFÉRICA","551.577","fflch","","Assunto","","",""
"PRECONCEITO (Aspectos Sociais)","303.385","bib","","Assunto","","",""
"PRECONCEITO RACIAL","301.451305.8 (*)","fflch","","Assunto","","",""
"PREFEITO","324.22","fflch","","Assunto","","",""
"PRESBITERIANISMO","285","fflch","","Assunto","","",""
"Preservação e restauração de patrimônio histórico v. PRESERVAÇÃO HISTÓRICA","","fflch","","Assunto","","",""
"PRESERVAÇÃO HISTÓRICA","363.69","fflch","","Assunto","","",""
"PRESIDENCIALISMO","321.8042321.8 (*)","fflch","","Assunto","","",""
"PRESIDENTE","324.22900","fflch","","Assunto","","",""
"Presídios v. PRISÕES","","fflch","","Assunto","","",""
"PRESOS POLÍTICOS","365.45","fflch","","Assunto","","",""
"PRESSÃO ATMOSFÉRICA","551.54","fflch","","Assunto","","",""
"PREVIDÊNCIA SOCIAL","360","fflch","","Assunto","","",""
"PREVISÃO DO TEMPO","551.63","fflch","","Assunto","","",""
"PRIMEIROS PASSOS (BRASILIENSE)","301 C691q v. ed.","fflch","","Coleção","","",""
"PRIMEIROS PASSOS (NOVA CULT. OU ABRIL CULTURAL - BRASILIENSE)","301 C691qp v. ed.","","","Coleção","","",""
"PRISIONEIROS POLÍTICOS","365.45","fflch","","","","",""
"PRISÕE (Religião)","365.66","fflch","","","","",""
"PRISÕES","365","fflch","","Assunto","","",""
"PRISÕES (História)","365.9","fflch","","Assunto","","",""
"PRISÕES (Tipos)","365.3","fflch","","Assunto","","",""
"PRISÕES (Trabalho)","365.65","fflch","","Assunto","","",""
"PRISÕES FEMININAS","365.43","fflch","","","","",""
"PRISÕES MASCULINAS","365.44","fflch","","","","",""
"PRISÕES PARA JOVENS","365.42","fflch","","","","",""
"PRISÕES PARA MILITARES","365.48","fflch","","","","",""
"Prisões para mulheres v. PRISÕES FEMININAS","","fflch","","","","",""
"PRIVATIZAÇÃO","338.925","fflch","","Assunto","","",""
"PROBABILIDADE","519.2","fflch","","Assunto","","",""
"PROBABILIDADE (Estatística)","519.5","fflch","","Assunto","","",""
"PROBLEMAS SOCIAIS","301.45361.1 (*)","fflch","","Assunto","","",""
"PROCESSAMENTO DIGITAL DE IMAGENS","526.0285","fflch","","Assunto","","",""
"PROCESSO POLÍTICO","324","fflch","","Assunto","","",""
"PROCESSO SOCIAL","301.245303 (*)","fflch","","Assunto","","",""
"PROCISSÃO","291.38","fflch","","Assunto","","",""
"PROCLOS, filósofo grego (412-485)","186.4","fflch","","Autor","","",""
"PRODUÇÃO (Economia)","338","fflch","","Assunto","","",""
"PRODUÇÃO SECUNDÁRIA","338.4","fflch","","Assunto","","",""
"PRODUTIVIDADE (Economia)","331.118","fflch","","Assunto","","",""
"PRODUTOS AGRÍCOLAS","338.1","fflch","","Assunto","","",""
"PROFETISMO","210.7291.2117 (*)","fflch","","Assunto","","",""
"Programa de governo v. PLATAFORMA POLÍTICA","","fflch","","Assunto","","",""
"PROGRAMA ELEITORAL","","fflch","","Assunto","","",""
"PROGRAMAS PARTIDÁRIOS","324.23","fflch","","Assunto","","",""
"PROJEÇÃO POPULACIONAL","304.6","fflch","","Assunto","","",""
"PROJEÇÕES AFILÁTICAS","526.8","fflch","","Assunto","","",""
"Projeções arbitrárias v. PROJEÇÕES AFILÁTICAS","","fflch","","Assunto","","",""
"PROJEÇÕES AZIMUTAIS","526.8","fflch","","Assunto","","",""
"PROJEÇÕES CARTOGRÁFICAS","462526.8 (*)","fflch","","Assunto","","",""
"PROJEÇÕES CILÍNDRICAS","526.8","fflch","","Assunto","","",""
"PROJEÇÕES CONFORME","526.82","fflch","","Assunto","","",""
"PROJEÇÕES CÔNICAS","526.8","fflch","","Assunto","","",""
"PROJEÇÕES EQUIDISTANTES","526.8","fflch","","Assunto","","",""
"PROJEÇÕES EQUIVALENTES","526.85","fflch","","Assunto","","",""
"Projeções geométricas v. PROJEÇÕES PERSPECTIVAS","","fflch","","Assunto","","",""
"Projeções ortomórficas v. PROJEÇÕES CONFORME","","fflch","","Assunto","","",""
"PROJEÇÕES PERSPECTIVAS","526.8","fflch","","Assunto","","",""
"PROJEÇÕES POLICÔNICAS","526.8","fflch","","Assunto","","",""
"Projeções Zenitais v. PROJEÇÕES AZIMUTAIS","","fflch","","Assunto","","",""
"PROJETO CINGAPURA","363.51","fflch","","Assunto","","",""
"Projeto de Estudo da Norma Lingüística Urbana de São Paulo (Projeto NUR/SP-Núcleo USP)","417 P958 v.","","","Coleção","","",""
"PROLETARIADO (Classe social)","305.562","fflch","","Assunto","","",""
"PROLETARIADO (Comunismo)","335.413","fflch","","Assunto","","",""
"PROPAGANDA POLÍTICA","320.1324.23 (*)","fflch","","Assunto","","",""
"PROPÉRCIO, SEXTO AURELIO poeta latino (43 a.C - 17 d.C.)","874.4","fflch","","Autor","","",""
"Propertius, Sextus Aurelius v. PROPÉRCIO, SEXTO AURELIO","","","VER PROPÉRCIO, SEXTO AURELIO","Autor","","",""
"PROPRIEDADE (Comunismo)","335","fflch","","Assunto","","",""
"PROPRIEDADE (Economia)","333.3232","fflch","","Assunto","","",""
"PROPRIEDADE INTELECTUAL","346.0482","fflch","","Assunto","","",""
"PROPRIEDADES DO INTERIOR DA TERRA","551.12","fflch","","Assunto","","",""
"PROSA LITERÁRIA LATINA","871.3","fflch","","Assunto","","",""
"PROSELITISMO","296.71","fflch","","Assunto","","",""
"PROSPECÇÃO","622.1","fflch","","Assunto","","",""
"PROSTITUIÇÃO","306.74301.441","fflch","","Assunto","","",""
"PROTEÇÃO AMBIENTAL","333.716","fflch","","Assunto","","",""
"PROTECIONISMO","382.73","fflch","","Assunto","","",""
"PROTESTANTISMO","284","fflch","","Assunto","","",""
"PROTOCOLO DIPLOMÁTICO","327.2","fflch","","Assunto","","",""
"Proudhon, Pierre-Joseph (1808-1865)","320.5 P968","","","","","",""
"PROUST, Marcel","843 P962","","","Autor","","",""
"PROVÉRBIOS","398.9","fflch","","Assunto","","",""
"Província Basca v. País Basco","","","","Assunto","","",""
"Prudência v. VIRTUDE","","fflch","","Assunto","","",""
"PRUDÊNCIO, poeta latino-cristão (348-?c.415)","879","fflch","","Assunto","","",""
"Pseudo-Dionysius, the Areopagite VER Dionísio, o Aeropagita, Pseudo-Dionísio","","2508542","","","","",""
"PSICANÁLISE","150.195","fflch","","Assunto","","",""
"PSICODRAMA","616.891523","fflch","","Assunto","","",""
"PSICOLINGUÍSTICA","401.9","","","","","",""
"PSICOLOGIA","150","fflch","","Assunto","","",""
"PSICOLOGIA (Dicionários)","150.3","fflch","","Assunto","","",""
"PSICOLOGIA (História)","150.9","fflch","","Assunto","","",""
"PSICOLOGIA AMBIENTAL","155.9","fflch","","Assunto","","",""
"PSICOLOGIA APLICADA","158","fflch","","Assunto","","",""
"PSICOLOGIA COMPARADA","156","fflch","","Assunto","","",""
"PSICOLOGIA DA CRIANÇA","155.4","","","Assunto","","",""
"PSICOLOGIA DA GESTALT","150.1982","fflch","","Assunto","","",""
"PSICOLOGIA DO TRABALHO","158.7","fflch","","Assunto","","",""
"PSICOLOGIA E LITERATURA","801.92","","","","","",""
"PSICOLOGIA EDUCACIONAL","370.15","fflch","","Assunto","","",""
"PSICOLOGIA EVOLUCIONISTA","155.7","fflch","","Assunto","","",""
"PSICOLOGIA EXPERIMENTAL","150.72","fflch","","Assunto","","",""
"PSICOLOGIA INFANTIL","155.4","fflch","","Assunto","","",""
"PSICOLOGIA SOCIAL","301.1302 (*)","fflch","","Assunto","","",""
"PSICOPATOLOGIA URBANA","","","","Assunto","","",""
"PSIQUIATRIA","616.891","fflch","","Assunto","","",""
"PSIQUIATRIA (Terapia)","","fflch","","Assunto","","",""
"Publius Terentius Afer v. TERÊNCIO","","","VER TERÊNCIO","","","",""
"Publius Virgilius Maro v VÍRGILIO, 70 -19 a.C","","","VER VIRGÍLIO","","","",""
"PURITANISMO","285.9","fflch","","Assunto","","",""
"Qatar","915.363","","","Assunto","","",""
"QORPO SANTO","869.9236","","","","","",""
"QUADRICULA (CARTOGRAFIA)","526.8","fflch","","Assunto","","",""
"Quaestiones Disputatae","","","","","","",""
"QUALIDADE DE VIDA URBANA","304.2","fflch","","Assunto","","",""
"Quebec","917.14","","","Assunto","","",""
"QUECHUA - LINGUA","498.4","","","","","",""
"QUEDAS D’ÁGUA","551.484","fflch","","Assunto","","",""
"QUEIROZ, WENCESLAU","869.9149","","","","","",""
"Quênia","916.762","","","Assunto","","",""
"QUENTAL, ANTERO DE. 1824-1891","869.163","","","","","",""
"QUIMBANDA","299.6","fflch","","Assunto","","",""
"QUÍMICA ECOLÓGICA","577.14","fflch","","Assunto","","",""
"QUINE, Willard, matemático norte-americano","160","fflch","","Autor","","",""
"QUINTILIANO, orador romano (c.30-c.100)","875.6 Q73","fflch","","Assunto","","",""
"Quintilien v. QUINTILIANO","","","VER QUINTILIANO","","","",""
"QUINTO CÚRCIO, historiador latino (séc. I d.C.)","878.8","fflch","","Assunto","","",""
"QUINTUS HORATIUS FLACCUS","","","VER HORACIO","Autor","","",""
"Quintus Horatius Flaccus v. HORACIO","","","VER HORACIO","Autor","","",""
"Quirquistão","915.843","","","Assunto","","",""
"RACIONALISMO","149.7","fflch","","Assunto","","",""
"RACISMO","301.451305.8 (*)","","","Assunto","","",""
"RADCLIFEE-BROWN, Alfred","301.2","fflch","","Assunto","","",""
"RADICALISMO","","fflch","","Assunto","","",""
"RADIOECOLOGIA","577.277","fflch","","Assunto","","",""
"Rajastão","915.44","","","Assunto","","",""
"RAMOS, HUGO DE CARVALHO. 1895-1921","869.9349","","","","","",""
"Rancière, Jacques (1940 - )","194.14R185","","","Autor","","",""
"Reabilitação Urbana v. RENOVAÇÃO URBANA","","fflch","","Assunto","","",""
"REALISMO (Filosofia)","149.2","","","Assunto","","",""
"REAMBULAÇÃO","526.9","fflch","","Assunto","","",""
"Recherches de Theologie et Philosophie Medievales. Bibliotheca","189 R297 v.","","","","","",""
"Reciclagem do lixo v. LIXO","","fflch","","Assunto","","",""
"Reciclagem Urbana v. REVITALIZAÇÃO URBANA","","fflch","","Assunto","","",""
"RECIFES","551.424","fflch","","Assunto","","",""
"RECREAÇÃO INDÍGENA","301.2","fflch","","Assunto","","",""
"RECUPERAÇÃO DO SOLO","631.452","fflch","","Assunto","","",""
"Recuperação Urbana v. RENOVAÇÃO URBANA","","fflch","","Assunto","","",""
"RECURSOS HÍDRICOS","333.91","fflch","","Assunto","","",""
"RECURSOS MINERAIS","624.74333.85 ","fflch","","Assunto","","",""
"RECURSOS NATURAIS (Economia) (FFI/FFG)","333.9/624.71/333.7 (*)","fflch","","","","",""
"RECURSOS TURÍSTICOS","338.9741","fflch","","Assunto","","",""
"REDAÇÃO (Português)","808.069","fflch","","Assunto","","",""
"REDAÇÃO - TEORIA","801.02","","","","","",""
"REFORMA AGRÁRIA","333333.31","fflch","","Assunto","","",""
"REFORMA PROTESTANTE","284270.6 (a reforma na história da igreja)","fflch","","Assunto","","",""
"REFUGIADOS POLÍTICOS","325.21","fflch","","Assunto","","",""
"Região Centro-Oeste","918.17","","","Assunto","","",""
"Região Nordeste","918.13","","","Assunto","","",""
"Região Norte","918.11","","","Assunto","","",""
"Região Sudeste","918.15","","","Assunto","","",""
"Região Sul","918.16","","","Assunto","","",""
"Regime Fluvial v. RIOS","","fflch","","Assunto","","",""
"REGIME POLÍTICO","320.5","fflch","","Assunto","","",""
"Regiões metropolitanas v. ÁREAS METROPOLITANAS","","fflch","","Assunto","","",""
"Regiões Polares (Ártico/Antártico)","919.8","","","Assunto","","",""
"REGIONALIZAÇÃO","910.021","fflch","","Assunto","","",""
"REGISTROS GLACIAIS","551.315","fflch","","Assunto","","",""
"Reinhold, Karl Leonhard (1757-1823)","193.99 R372","","","Autor","","",""
"Reino Unido","914.1","","","Assunto","","",""
"REISADO","394.2","fflch","","Assunto","","",""
"RELAÇÕES DE TRABALHO","331.04331 (*)","fflch","331.04 - Relações industriais em indústrias e ocupações específicas e grupos específicos de indústrias e profissões","Assunto","","",""
"RELAÇÕES DIPLOMÁTICAS","327.3 -9","fflch","","Assunto","","",""
"RELAÇÕES ECONÔMICAS INTERNACIONAIS","337337.72 (América Central)","fflch","","Assunto","","",""
"RELAÇÕES ÉTNICAS","301.451305.8 (*)","fflch","","Assunto","","",""
"RELAÇÕES EXTERIORES","327","fflch","","Assunto","","",""
"RELAÇÕES HUMANAS","301","fflch","","Assunto","","",""
"RELAÇÕES INTERÉTNICAS","301.451305.8 (*)","fflch","","Assunto","","",""
"RELAÇÕES INTERNACIONAIS","327327.72 (América Central)","fflch","","Assunto","","",""
"RELAÇÕES INTERNACIONAIS - JAPÃO","327.0952","bib","","Assunto","","",""
"RELATIVISMO (Escolas Filosóficas)","149","fflch","","Assunto","","",""
"RELATIVISMO (Ética)","171.1","fflch","","Assunto","","",""
"RELATOS DE VIAGENS","910.4","fflch","","Assunto","","",""
"Relevos Cársticos v. ESPELEOLOGIA","","fflch","","Assunto","","",""
"RELIGIÃO","200","fflch","","Assunto","","",""
"RELIGIÃO (Egito Antigo)","299.31","fflch","","Assunto","","",""
"RELIGIÃO (Filosofia)","200.1","fflch","","Assunto","","",""
"RELIGIÃO (História)","200.9","fflch","","Assunto","","",""
"Religião Católica v. CATOLICISMO","","fflch","","Assunto","","",""
"RELIGIÃO CIVIL","","fflch","","Assunto","","",""
"RELIGIÃO CLÁSSICA","292","fflch","","Assunto","","",""
"RELIGIÃO DA ANTIGUIDADE","291.044","fflch","","Assunto","","",""
"RELIGIÃO DOS SIKHS","294.6294.5 (?)","fflch","","Assunto","","",""
"RELIGIÃO E CIÊNCIA","200.1215 (*)","fflch","","Assunto","","",""
"RELIGIÃO E SOCIEDADE","200.6291.178 (*)","fflch","","Assunto","","",""
"RELIGIÃO GREGA","292.08","fflch","","Assunto","","",""
"RELIGIÃO GREGA ARCAICA E CLÁSSICA","292.08","fflch","","Assunto","","",""
"RELIGIÃO HELENÍSTICA","292.08","fflch","","Assunto","","",""
"RELIGIÃO INDÍGENA","301.2","fflch","","Assunto","","",""
"RELIGIÃO MICÊNICA","292.08","fflch","","Assunto","","",""
"RELIGIÃO MINÓICA","292.08","fflch","","Assunto","","",""
"RELIGIÃO ROMANA","292.07","fflch","","Assunto","","",""
"RELIGIÃO ROMANA ARCAICA","292.07","fflch","","Assunto","","",""
"RELIGIÕES AFRICANAS","299.6","fflch","","Assunto","","",""
"RELIGIÕES AFRO-BRASILEIRAS","299.6264.1 (ver autores)","fflch","","Assunto","","",""
"RELIGIÕES COMPARADAS","291","fflch","","Assunto","","",""
"RELIGIÕES CRISTÃS","230","","VT. Cristianismo","Assunto","","",""
"RELIGIÕES CRISTÃS (História)","230.9","fflch","","Assunto","","",""
"RELIGIÕES GRECO-ROMANAS","292","fflch","","Assunto","","",""
"RELIGIÕES HINDUS","294","fflch","","Assunto","","",""
"RELIGIÕES INDO-EUROPÉIAS","299.1","fflch","","Assunto","","",""
"Religiões naturais v. RELIGIÕES PRIMITIVAS","","fflch","","Assunto","","",""
"RELIGIÕES ORIENTAIS","","fflch","","Assunto","","",""
"RELIGIÕES PRÉ-HISTÓRICAS","291.042","fflch","","Assunto","","",""
"RELIGIÕES PRIMITIVAS","261 (F)291.042","fflch","","Assunto","","",""
"RELIGIOSIDADE POPULAR","808.0471","fflch","","","","",""
"RELIGIOSIDADE POPULAR (como experiência e prática religiosa)","291.4","","","Assunto","","",""
"Renda (Distribuição) v. DISTRIBUIÇÃO DE RENDA","","fflch","","Assunto","","",""
"RENOVAÇÃO CARISMÁTICA CATÓLICA","270.82","fflch","","Assunto","","",""
"RENOVAÇÃO URBANA","307.34","fflch","","Assunto","","",""
"REPENTES (Música folclórica)","","fflch","","Assunto","","",""
"REPRESENTAÇÃO CARTOGRÁFICA","912","fflch","","Assunto","","",""
"REPRESENTAÇÃO GRÁFICA","001.42260064.25","fflch","","Assunto","","",""
"REPRESENTAÇÃO PARTIDÁRIA","","fflch","","Assunto","","",""
"REPRESENTAÇÃO POLÍTICA","","fflch","","Assunto","","",""
"REPRESENTAÇÃO PROPORCIONAL (Política)","","fflch","","Assunto","","",""
"REPÚBLICA","321.86","fflch","","Assunto","","",""
"República Centro-Africana","916.741","","","Assunto","","",""
"República Democrática da Alemanha","914.31","","","Assunto","","",""
"República Democrática do Congo v. Zaire","","","","Assunto","","",""
"República do Congo","916.724","","","Assunto","","",""
"República do Congo Central v. Congo","","","","Assunto","","",""
"República do Congo Francês v. Congo","","","","Assunto","","",""
"República Dominicana","917.293","","","Assunto","","",""
"República Federal da Alemanha","914.3","","","Assunto","","",""
"República Tcheca","914.371","","","Assunto","","",""
"RESCHER, Nicholas","191,1 R431","","","Autor","","",""
"RESERVAS NATURAIS","333.711","fflch","","Assunto","","",""
"Resíduo sólido v. LIXO","","fflch","","Assunto","","",""
"RETORICA","808","","","","","",""
"RETÓRICA E ORATÓRIA LATINA","875","fflch","","Assunto","","",""
"RETÓRICA GREGA","808.0481","","","Assunto","","",""
"Reurbanização v. RENOVAÇÃO URBANA","","fflch","","Assunto","","",""
"REVITALIZAÇÃO URBANA","307.34","fflch","","Assunto","","",""
"REVOLTAS- MINAS GERAIS - SÉCULO 18","981.51","bib","","Assunto","","",""
"REVOLUÇÃO (Processo social)","303.64","fflch","","Assunto","","",""
"REVOLUÇÃO CHINESA","951.04","","","Assunto","","",""
"REVOLUÇÃO INDUSTRIAL (Aspectos econômicos)","330.9","fflch","","Assunto","","",""
"REVOLUÇÃO INDUSTRIAL (História)","909.81","fflch","","Assunto","","",""
"REVOLUÇÃO INGLESA (Guerra Civil)","942.062","","","Assunto","","",""
"REVUE DE ÉTUDES JUIVE","296 R454 v.","","","Coleção","","",""
"Richard of Saint Victor (ca.1110-1173)","189.5 R511","","","","","",""
"Rio Amazonas","918.11","","","Assunto","","",""
"Rio de Janeiro","918.153","","","Assunto","","",""
"Rio Grande do Norte","918.132","","","Assunto","","",""
"Rio Grande do Sul (GEOGRAFIA)","918.165","","","Assunto","","",""
"Rio Paraná","918.16","","","Assunto","","",""
"Rio São Francisco","918.142","","","Assunto","","",""
"RIOS","551.483","fflch","","Assunto","","",""
"RITOS DE FECUNDIDADE","392.1","fflch","","Assunto","","",""
"RITOS DE INICIAÇÃO","392.14","fflch","","Assunto","","",""
"RITOS DE PASSAGEM","392.1","fflch","","Assunto","","",""
"Ritos de sepultamento v. RITOS FUNERÁRIOS","","fflch","","Assunto","","",""
"RITOS FUNERÁRIOS","393265.85 (no cristianismo)","fflch","","Assunto","","",""
"Ritos nupciais v. MATRIMÔNIO","","fflch","","Assunto","","",""
"RITUAIS (Costumes)","392","fflch","","Assunto","","",""
"RITUAIS (Religião)","291.38","fflch","","Assunto","","",""
"RITUAL DE MAGIA","133.43","fflch","","Assunto","","",""
"RITUAL SATÂNICO","133.422","fflch","","Assunto","","",""
"ROCHAS DE REVESTIMENTO","553.5","","","Assunto","","",""
"ROCHAS ORNAMENTAIS","553.5","","","Assunto","","",""
"ROMANCE (LITERATURA) - TEORIA","801.953","","","","","",""
"ROMANCE ALEMÃO","833","","","","","",""
"ROMANCE ARABE","892.73","","","","","",""
"ROMANCE ESPANHOL","863","","","","","",""
"ROMANCE FRANCÊS","843","","","","","","ROMANCE - FRANÇA"
"ROMANCE GREGO ANTIGO","883","","","","","",""
"ROMANCE HEBRAICO","892.43","","","","","",""
"ROMANCE HISPANO-AMERICANO","868.993","","","","","",""
"ROMANCE HISTORICO - TEORIA","801.953","","","","","",""
"ROMANCE INGLES","823","","","","","",""
"ROMANCE ITALIANO","","","Ver Literatura italiana - Romance","Assunto","","",""
"ROMANCE LATINO","873","","","","","",""
"ROMANCE NORTE-AMERICANO","813","","","","","",""
"ROMANCE PORTUGUES","869.35869.37 - tempo atual","","","","","",""
"ROMANCE RUSSO","891.73","","","","","",""
"ROMANCE, CONTO E NOVELA HEBRAICA","892.43","fflch","","Assunto","","",""
"ROMANCE/CONTO ÁRABE","892.73","fflch","","Assunto","","",""
"ROMANCE/CONTO ARMÊNIO","891.9923","fflch","","Assunto","","",""
"ROMANCE/CONTO COREANO","895.73","fflch","","Assunto","","",""
"ROMANCE/CONTO JAPONES","895.63","fflch","","Assunto","","",""
"ROMANCE/CONTO ROMENO","859.3","fflch","","Assunto","","",""
"ROMANCE/CONTO RUSSO","891.73","fflch","","Assunto","","",""
"ROMARIA","291.38","fflch","","Assunto","","",""
"Romênia","914.98","","","Assunto","","",""
"Romênia (Geografia)","949.8","7096021","","Assunto","","",""
"ROMENO (Alfabeto)","459.1","fflch","","Assunto","","",""
"ROMENO (Dialetos)","459.1","fflch","","Assunto","","",""
"ROMENO (Dicionários)","R459.03","fflch","","Assunto","","",""
"ROMENO (Estudo e Ensino)","459.07","fflch","","Assunto","","",""
"ROMENO (Etimologia)","459","fflch","","Assunto","","",""
"ROMENO (Fonologia)","","fflch","","","","",""
"ROMENO (Fonologia)","459","","","Assunto","","",""
"ROMENO (Língua)","459","fflch","","Assunto","","",""
"ROMENO - GRAMÁTICA","459.5","","","","","",""
"Rondônia (Geografia)","918.0975","","","Assunto","","",""
"RONDÔNIA (História)","981.8175","7096021","","Assunto","","",""
"Roraima","918.114","","","Assunto","","",""
"ROSACRUZ","135.43","fflch","","Assunto","","",""
"ROTTERDAM, Erasmo de","189.9","fflch","","","","",""
"ROUSSEAU, Jean-Jacques, escritor e filósofo suíço (1712-1778)","194.4 R864","fflch","","","","",""
"Ruanda","916.7571","","","Assunto","","",""
"RUÍDO URBANO","363.74","fflch","","Assunto","","",""
"RUSSELL, Bertrand matemático, filósofo e sociólogo britânico (1872-1970)","192.9 R961","fflch","","","","",""
"RUSSELL, Bertrand, matemático, filósofo e sociólogo britânico (1872-1970)","192.9 R961","","","Autor","","",""
"Rússia","914.7","","","Assunto","","",""
"RUSSO (Alfabeto)","491.771","fflch","","Assunto","","",""
"RUSSO (Dialetos)","491.771","fflch","","Assunto","","",""
"RUSSO (Dicionários)","491.703","fflch","","Assunto","","",""
"RUSSO (Estudo e Ensino)","491.707","fflch","","Assunto","","",""
"RUSSO (Etimologia)","491.7","fflch","","Assunto","","",""
"RUSSO (Fonologia)","491.7","fflch","","Assunto","","",""
"RUSSO (Gramática)","491.75","fflch","","Assunto","","",""
"RUSSO (Língua)","491.7","fflch","","Assunto","","",""
"RUSSO - ALFABETO","491.771","","","","","",""
"RUSSO - DIALETOS","491.771","","","","","",""
"RUSSO - ESTUDO E ENSINO","491.707","","","","","",""
"RUSSO - FONOLOGIA","491.7","","","","","",""
"RUSSO - GRAMÁTICA","491.75","","","","","",""
"RUSSO - LÍNGUA","491.7","","","","","",""
"RUSSO - REDAÇÃO","808.049","","","","","",""
"Sabah","915.953","","","Assunto","","",""
"SABINADA","981.0444","bib","","Assunto","","",""
"SACRAMENTOS","","fflch","","","","",""
"SACRAMENTOS","265","","","Assunto","","",""
"SACRIFÍCIOS (Religião)","291.34","fflch","","Assunto","","",""
"SADR-AL-DIN AL SHIRAZI, Muhammad ibn Ibraim","181.92 ^S126","fflch","","","","",""
